Title,Publish date,Category,Associated project name,Link to item,Type,Link to project page,Year,Project Status,pdf_url,local_path,status
Comparison of Dispatchable Renewable Electricity Options,30/01/2018,Renewables for industry,Comparison of Dispatchable Renewable Electricity Options,https://arena.gov.au/knowledge-bank/comparison-of-dispatchable-renewable-electricity-options/,Reports,https://arena.gov.au/projects/dispatchable-renewable-electricity-options/,2017,Past,https://arena.gov.au/assets/2018/10/Comparison-Of-Dispatchable-Renewable-Electricity-Options-ITP-et-al-for-ARENA-2018.pdf,pdfs/Reports/Comparison_of_Dispatchable_Renewable_Electricity_Options_bef769.pdf,downloaded
Cultana Pumped Hydro Project Feasibility Study,21/12/2017,Hydropower / Pumped Hydro Energy Storage,EnergyAustralia South Australian (PHES) Feasibility Study,https://arena.gov.au/knowledge-bank/cultana-pumped-hydro-project/,Reports,https://arena.gov.au/projects/energyaustralia-south-australian-pumped-hydro-energy-storage-phes-feasibility-study/,2017,Past,https://arena.gov.au/assets/2017/07/Final-report-Cultana-Pumped-Hydro-Project.pdf,pdfs/Reports/Cultana_Pumped_Hydro_Project_Feasibility_Study_912fbb.pdf,downloaded
ReWired Season 2 Podcast,21/12/2017,General,,https://arena.gov.au/knowledge-bank/rewired-season-2-podcast/,Podcast,,,,,,no_pdf_found
Advanced Surface and Contact Technologies for Industrial Silicon Photovoltaics,20/12/2017,"Solar energy, Solar PV R&amp;D",Advanced Surface and Contact Technologies Improving Solar Cells,https://arena.gov.au/knowledge-bank/advanced-surface-contact-technologies-industrial-silicon-photovoltaics/,Reports,https://arena.gov.au/projects/advanced-surface-and-contact-technologies-improving-solar-cells/,2014,Past,https://arena.gov.au/assets/2017/02/Advanced-Surface-Contact-Technologies-Industrial-Silicon-Photovoltaics-report.pdf,pdfs/Reports/Advanced_Surface_and_Contact_Technologies_for_Industrial_Silicon_Photovoltaics_097c71.pdf,downloaded
Development and Commercialisation of High Efficiency Silicon Solar Cell Technology,18/12/2017,"Solar energy, Solar PV R&amp;D",High Efficiency Silicon Solar Cell Technology,https://arena.gov.au/knowledge-bank/development-commercialisation-high-efficiency-silicon-solar-cell-technology/,Reports,https://arena.gov.au/projects/development-and-commercialisation-of-high-efficiency-silicon-solar-cell-technology/,2010,Past,https://arena.gov.au/assets/2017/02/Development-Commercialisation-High-Efficiency-Silicon-Solar-Cell-Technology.pdf,pdfs/Reports/Development_and_Commercialisation_of_High_Efficiency_Silicon_Solar_Cell_Technology_787bb1.pdf,downloaded
Rottnest Island WREN Project Case Study,12/12/2017,"Battery storage, Hybrid technologies, Solar energy, Wind energy",Rottnest Island Water and Renewable Energy Nexus (WREN) Project,https://arena.gov.au/knowledge-bank/rottnest-island-wren-project-case-study/,Reports,https://arena.gov.au/projects/rottnest-island-water-and-renewable-energy-nexus-wren-project/,2015,Past,https://arena.gov.au/assets/2017/12/Case-Study-Rottnest-Island-WREN-project.pdf,pdfs/Reports/Rottnest_Island_WREN_Project_Case_Study_705f73.pdf,downloaded
Solar Driven Supercritical CO2 Brayton Cycle,28/11/2017,"Concentrated solar thermal, Solar energy",Solar-Driven Supercritical CO<sup>2</sup> Brayton Cycle,https://arena.gov.au/knowledge-bank/solar-driven-supercritical-co2-brayton-cycle/,Reports,https://arena.gov.au/projects/solar-driven-supercritical-co2-brayton-cycle/,2011,Past,https://arena.gov.au/assets/2017/11/Solar-driven-Supercritical-CO2-Brayton-Cycle.pdf,pdfs/Reports/Solar_Driven_Supercritical_CO2_Brayton_Cycle_346afb.pdf,downloaded
Market Analysis of Opportunities in Australia for Anaerobic Digestion Deployment,15/11/2017,Bioenergy / Energy from waste,Goulburn Bioenergy Project,https://arena.gov.au/knowledge-bank/market-analysis-of-opportunities-in-australia-for-anaerobic-digestion-deployment/,Reports,https://arena.gov.au/projects/goulburn-bioenergy-project/,2017,Past,https://arena.gov.au/assets/2021/06/market-analysis-of-opportunities-in-australia-for-anaerobic-digestion-deployment.pdf,pdfs/Reports/Market_Analysis_of_Opportunities_in_Australia_for_Anaerobic_Digestion_Deployment_44fedf.pdf,downloaded
United Energy Demand Response Project Performance Milestone Report 1,14/11/2017,Demand response,United Energy Distribution Demand Response,https://arena.gov.au/knowledge-bank/united-energy-demand-response-project-performance-report-milestone-1/,"Reports, Milestones",https://arena.gov.au/projects/united-energy-distribution-demand-response/,2017,Past,https://arena.gov.au/assets/2018/08/united-energy-demand-response-project-performance-report-milestone-1.pdf,pdfs/Reports_Milestones/United_Energy_Demand_Response_Project_Performance_Milestone_Report_1_cb4dd7.pdf,downloaded
Here Comes The Sun,14/11/2017,"Solar energy, Solar PV R&amp;D",Moreland Micro-Grid Investigation,https://arena.gov.au/knowledge-bank/here-comes-the-sun/,Reports,https://arena.gov.au/projects/moreland-micro-grid-investigation/,2015,Past,https://arena.gov.au/assets/2017/11/here-comes-the-sun-moreland-energy-foundation.pdf,pdfs/Reports/Here_Comes_The_Sun_b7f89d.pdf,downloaded
Renewable Energy in the Australian Mining Sector,14/11/2017,Hybrid technologies,,https://arena.gov.au/knowledge-bank/renewable-energy-australian-mining-sector/,Reports,,,,https://arena.gov.au/assets/2017/11/renewable-energy-in-the-australian-mining-sector.pdf,pdfs/Reports/Renewable_Energy_in_the_Australian_Mining_Sector_736286.pdf,downloaded
Delivering Higher Renewable Penetration in New Land & Housing Developments Through Edge-of-Grid Microgrids,1/11/2017,Off grid,Higher Renewable Penetration in New Land & Housing Developments,https://arena.gov.au/knowledge-bank/delivering-higher-renewable-penetration-new-land-housing-developments-edge-grid-microgrids/,Reports,https://arena.gov.au/projects/delivering-higher-renewable-penetration-in-new-land-and-housing-developments-through-off-grid-microgrids/,2015,Past,https://arena.gov.au/assets/2015/04/Delivering-higher-renewable-penetration-new-land-housing-developments-microgrids.pdf,pdfs/Reports/Delivering_Higher_Renewable_Penetration_in_New_Land_&_Housing_Developments_Through_Edge-of-Grid_Microgrids_153f65.pdf,downloaded
LCOE Calculator,29/10/2017,Large-scale solar,,https://arena.gov.au/knowledge-bank/lcoe-calculator/,Tools,,,,,,no_pdf_found
Optimisation of Central Receivers for Advanced Power Cycles,26/10/2017,"Concentrated solar thermal, Solar energy",Optimisation of Central Receivers for Advanced Power Cycles,https://arena.gov.au/knowledge-bank/optimisation-of-central-receivers-for-advanced-power-cycles/,Reports,https://arena.gov.au/projects/optimisation-of-central-receivers-for-advanced-power-cycles/,2011,Past,https://arena.gov.au/assets/2017/10/Optimization-Central-Receivers-Advanced-Power-Cycles-Report.pdf,pdfs/Reports/Optimisation_of_Central_Receivers_for_Advanced_Power_Cycles_b399ff.pdf,downloaded
Presentation: Solar Generation System on a Landfill Case Study - An Australian First,12/10/2017,Solar PV R&amp;D,,https://arena.gov.au/knowledge-bank/presentation-solar-generation-system-on-a-landfill-case-study-an-australian-first/,Presentation,,,,https://arena.gov.au/assets/2017/02/solar-on-landfills-presentation.pdf,pdfs/Presentation/Presentation__Solar_Generation_System_on_a_Landfill_Case_Study_-_An_Australian_First_2210b2.pdf,downloaded
Presentation: Solar Generation System on a Landfill Case Study - An Australian First,12/10/2017,"Solar energy, Solar PV R&amp;D",Pilot Landfill Solar Project,https://arena.gov.au/knowledge-bank/solar-generation-system-on-a-landfill-case-study/,Presentation,https://arena.gov.au/projects/pilot-landfill-solar-project/,2016,Past,https://arena.gov.au/assets/2017/02/solar-on-landfills-presentation.pdf,pdfs/Presentation/Presentation__Solar_Generation_System_on_a_Landfill_Case_Study_-_An_Australian_First_2210b2.pdf,already_on_disk
"Cost-Effective&#8203; &#8203;GaAsP&#8203; &#8203;Top Solar&#8203; &#8203;Cell&#8203; &#8203;Grown&#8203; &#8203;On&#8203; &#8203;A&#8203; &#8203;High Performance,&#8203; &#8203;Low&#8203; &#8203;Cost Silicon&#8203; &#8203;Solar&#8203; &#8203;Cell",11/10/2017,"Solar energy, Solar PV R&amp;D",Cost Effective Gallium Arsenide Phosphide Top Solar Cell,https://arena.gov.au/knowledge-bank/cost-effective%e2%80%8b-%e2%80%8bgaasp%e2%80%8b-%e2%80%8btop-solar%e2%80%8b-%e2%80%8bcell%e2%80%8b-%e2%80%8bgrown%e2%80%8b-%e2%80%8bon%e2%80%8b-%e2%80%8ba%e2%80%8b-%e2%80%8bhigh-performance%e2%80%8b/,Reports,https://arena.gov.au/projects/cost-effective-gallium-arsenide-phosphide-top-solar-cell-grown-on-a-high-performance-low-cost-silicon-solar-cell/,2011,Past,https://arena.gov.au/assets/2017/10/Cost-Effective-GaAsP-UNSW-Australia-project-results-lessons.pdf,pdfs/Reports/Cost-Effective&#8203;_&#8203;GaAsP&#8203;_&#8203;Top_Solar&#8203;_&#8203;Cell&#8203;_&#8203;Grown&#8203;_&#8203;On&#8203_3d73cd.pdf,downloaded
Development of High Temperature Phase Change Storage Systems and a Test Facility,11/10/2017,"Concentrated solar thermal, Solar energy",Testing Facility for Storing Heat from Solar Energy,https://arena.gov.au/knowledge-bank/development-high-temperature-phase-change-storage-systems-test-facility/,Reports,https://arena.gov.au/projects/development-of-a-testing-facility-for-storing-heat-from-solar-energy-at-high-temperatures/,2011,Past,https://arena.gov.au/assets/2017/10/PDR-3A019-ARENA-261016-Development-High-Temperature-Phase-Change-Storage-Systems-Test-Facility.pdf,pdfs/Reports/Development_of_High_Temperature_Phase_Change_Storage_Systems_and_a_Test_Facility_0eb067.pdf,downloaded
Peer-to-Peer Distributed Ledger Technology Assessment,3/10/2017,Demand response,AGL Virtual Trial of Peer-to-Peer Energy Trading,https://arena.gov.au/knowledge-bank/peer-peer-distributed-ledger-technology-assessment/,Reports,https://arena.gov.au/projects/agl-virtual-trial-peer-to-peer-trading/,2017,Past,https://arena.gov.au/assets/2017/10/Final-Report-MHC-AGL-IBM-P2P-DLT.pdf,pdfs/Reports/Peer-to-Peer_Distributed_Ledger_Technology_Assessment_84e2be.pdf,downloaded
EnergyAustralia South Australian Pumped Hydro Energy Storage (PHES) Feasibility Study,27/09/2017,Hydropower / Pumped Hydro Energy Storage,EnergyAustralia South Australian (PHES) Feasibility Study,https://arena.gov.au/knowledge-bank/energyaustralia-south-australian-pumped-hydro-energy-storage-phes-feasibility-study/,Reports,https://arena.gov.au/projects/energyaustralia-south-australian-pumped-hydro-energy-storage-phes-feasibility-study/,2017,Past,https://arena.gov.au/assets/2017/09/Cultana-Pumped-Hydro-Project-_Public-FINAL-150917.pdf,pdfs/Reports/EnergyAustralia_South_Australian_Pumped_Hydro_Energy_Storage_(PHES)_Feasibility_Study_9edfef.pdf,downloaded
Presentation: Silicon Solar Cells: Australian Role in Present Low PV Costs & Lower Future Costs,14/08/2017,Solar PV R&amp;D,,https://arena.gov.au/knowledge-bank/presentation-silicon-solar-cells-australian-role-in-present-low-pv-costs-lower-future-costs/,Presentation,,,,https://arena.gov.au/assets/2017/08/MartinGreen_Presentation.pdf,pdfs/Presentation/Presentation__Silicon_Solar_Cells__Australian_Role_in_Present_Low_PV_Costs_&_Lower_Future_Costs_8311d0.pdf,downloaded
Presentation: The Role for Solar Thermal in a Sustainable Future,2/08/2017,Concentrated solar thermal,,https://arena.gov.au/knowledge-bank/presentation-the-role-for-solar-thermal-in-a-sustainable-future/,Presentation,,,,https://arena.gov.au/assets/2017/08/WesStein_Presentation_ARENA.pdf,pdfs/Presentation/Presentation__The_Role_for_Solar_Thermal_in_a_Sustainable_Future_bcbcac.pdf,downloaded
Presentation: Innovation in Energy Productivity: Fifth Fuel ' First Choice,2/08/2017,General,,https://arena.gov.au/knowledge-bank/presentation-innovation-in-energy-productivity-fifth-fuel-first-choice/,Presentation,,,,https://arena.gov.au/assets/2017/08/Stuart-White_Presentation.pdf,pdfs/Presentation/Presentation__Innovation_in_Energy_Productivity__Fifth_Fuel_'_First_Choice_0c1bd4.pdf,downloaded
Presentation: Is Hydrogen a Crime Against Thermodynamics?,2/08/2017,Hydrogen energy,,https://arena.gov.au/knowledge-bank/presentation-is-hydrogen-a-crime-against-thermodynamics/,Presentation,,,,https://arena.gov.au/assets/2017/08/PhilONeil_Presentation_ARENA.pdf,pdfs/Presentation/Presentation__Is_Hydrogen_a_Crime_Against_Thermodynamics__99e7e2.pdf,downloaded
Presentation: Pumped Hydro Storage and 100% Renewable Electricity,2/08/2017,Hydropower / Pumped Hydro Energy Storage,,https://arena.gov.au/knowledge-bank/presentation-pumped-hydro-storage-and-100-renewable-electricity/,Presentation,,,,https://arena.gov.au/assets/2017/08/AndrewBlakers_Presentation.pdf,pdfs/Presentation/Presentation__Pumped_Hydro_Storage_and_100%_Renewable_Electricity_259467.pdf,downloaded
Why Australia's Biggest Businesses are Lagging Behind Their Global Peers on Renewable Energy?,18/07/2017,Renewables for industry,,https://arena.gov.au/knowledge-bank/australias-biggest-businesses-lagging-behind-global-peers-renewable-energy/,Reports,,,,https://arena.gov.au/assets/2017/07/AU21476-ARENA-Corporate-Report-REVISED-v1-1.pdf,pdfs/Reports/Why_Australia's_Biggest_Businesses_are_Lagging_Behind_Their_Global_Peers_on_Renewable_Energy__0a8e59.pdf,downloaded
2016 Annual Report ' Advanced Centre for Advanced Photovoltaics,16/07/2017,"Solar energy, Solar PV R&amp;D",Australian Centre for Advanced Photovoltaics (ACAP),https://arena.gov.au/knowledge-bank/2016-annual-report-advanced-centre-for-advanced-photovoltaics/,Reports,https://arena.gov.au/projects/australian-centre-for-advanced-photovoltaics-acap/,2012,Current,https://arena.gov.au/assets/2017/07/acap-2016-annual-report.pdf,pdfs/Reports/2016_Annual_Report_'_Advanced_Centre_for_Advanced_Photovoltaics_b2c169.pdf,downloaded
Presentation: Solar Heat for Industrial Production Processes - Latest Research and Large Scale Installations,2/07/2017,Renewables for industry,,https://arena.gov.au/knowledge-bank/presentation-solar-heat-for-industrial-production-processes-latest-research-and-large-scale-installations/,Presentation,,,,https://arena.gov.au/assets/2017/05/Solar-heat-for-industrial-production-processes.pdf,pdfs/Presentation/Presentation__Solar_Heat_for_Industrial_Production_Processes_-_Latest_Research_and_Large_Scale_Installations_7a96f4.pdf,downloaded
Demand Management Incentives Review,28/06/2017,Renewables for industry,,https://arena.gov.au/knowledge-bank/demand-management-incentives-review/,Reports,,,,https://arena.gov.au/assets/2017/06/20170628-DMIR-Report-Final.pdf,pdfs/Reports/Demand_Management_Incentives_Review_a4f153.pdf,downloaded
Large Scale Solar PV Projects 2017,23/06/2017,Solar energy,,https://arena.gov.au/knowledge-bank/large-scale-solar-pv-projects-2017/,Reports,,,,https://arena.gov.au/assets/2017/06/AU21509_ARENA_Large_Scale_Solar_Brochure_v6-1.pdf,pdfs/Reports/Large_Scale_Solar_PV_Projects_2017_68ffb1.pdf,downloaded
Presentation: ARENA&rsquo;s R&D Program Round 3: Solar PV Research Information Session,2/06/2017,Solar PV R&amp;D,,https://arena.gov.au/knowledge-bank/presentation-arenas-rd-program-round-3-solar-pv-research-information-session/,Presentation,,,,https://arena.gov.au/assets/2017/06/solarpv3_roadshow_pres.potx.pdf,pdfs/Presentation/Presentation__ARENA&rsquo;s_R&D_Program_Round_3__Solar_PV_Research_Information_Session_b24cd2.pdf,downloaded
Capacity and Energy-Only Markets Under High Renewable Penetration,1/06/2017,Hybrid technologies,Achieving Cost-Affective Abatement,https://arena.gov.au/knowledge-bank/capacity-and-energy-only-markets-under-high-renewable-penetration/,Reports,https://arena.gov.au/projects/achieving-cost-effective-abatement-australian-electricity-generation/,2012,Past,https://arena.gov.au/assets/2017/06/Chattopadhyay-and-Alpcan_3.pdf,pdfs/Reports/Capacity_and_Energy-Only_Markets_Under_High_Renewable_Penetration_e21830.pdf,downloaded
ReWired Season 1 Podcast,29/05/2017,General,,https://arena.gov.au/knowledge-bank/rewired-season-1-podcast/,Podcast,,,,,,no_pdf_found
Presentation: A-Lab Accelerate - Designing a demand response initiative,19/05/2017,Demand response,,https://arena.gov.au/knowledge-bank/presentation-a-lab-accelerate-designing-a-demand-response-initiative/,Presentation,,,,https://arena.gov.au/assets/2017/05/20170522_A-Lab_DR-Accelerate_FOR-CIRCULATION.potx.pdf,pdfs/Presentation/Presentation__A-Lab_Accelerate_-_Designing_a_demand_response_initiative_05dfbd.pdf,downloaded
Renewable Energy Hub Knowledge Sharing Report,9/05/2017,System security and reliability,TransGrid New England Renewable Hub (REHub) Feasibility Study,https://arena.gov.au/knowledge-bank/renewable-energy-hub-knowledge-sharing-report/,Reports,https://arena.gov.au/projects/transgrid-new-england-renewable-rehub-feasibility-study/,2016,Past,https://arena.gov.au/assets/2017/05/Renewable-Hub_Knowledge-Report_Final-1.pdf,pdfs/Reports/Renewable_Energy_Hub_Knowledge_Sharing_Report_c8c4eb.pdf,downloaded
